256 252
3 12 36
3 13 39
3 14 42
3 15 45
3 16 48
3 17 51
3 18 54
3 19 57
3 20 60
3 21 63
3 22 66
3 23 69
3 24 72
3 25 75
3 26 78
3 27 81
3 28 84
3 29 87
3 30 90
3 31 93
3 32 96
3 33 99
3 34 102
3 35 105
3 36 108
3 37 111
3 38 114
3 39 117
3 40 120
3 41 123
3 42 126
3 43 129
3 44 132
3 45 135
3 46 138
3 47 141
3 48 144
3 49 147
3 50 150
3 51 153
3 52 156
3 53 159
3 54 162
3 55 165
3 56 168
3 57 171
3 58 174
3 59 177
3 60 180
3 61 183
3 62 186
3 63 189
3 64 192
3 65 195
3 66 198
3 67 201
3 68 204
3 69 207
3 70 210
3 71 213
3 72 216
3 73 219
3 74 222
3 75 225
3 76 228
3 77 231
3 78 234
3 79 237
3 80 240
3 81 243
3 82 246
3 83 249
3 84 0
3 85 3
3 86 6
3 87 9
3 88 12
3 89 15
3 90 18
3 91 21
3 92 24
3 93 27
3 94 30
3 95 33
3 96 36
3 97 39
3 98 42
3 99 45
3 100 48
3 101 51
3 102 54
3 103 57
3 104 60
3 105 63
3 106 66
3 107 69
3 108 72
3 109 75
3 110 78
3 111 81
3 112 84
3 113 87
3 114 90
3 115 93
3 116 96
3 117 99
3 118 102
3 119 105
3 120 108
3 121 111
3 122 114
3 123 117
3 124 120
3 125 123
3 126 126
3 127 129
3 128 132
3 129 135
3 130 138
3 131 141
3 132 144
3 133 147
3 134 150
3 135 153
3 136 156
3 137 159
3 138 162
3 139 165
3 140 168
3 141 171
3 142 174
3 143 177
3 144 180
3 145 183
3 146 186
3 147 189
3 148 192
3 149 195
3 150 198
3 151 201
3 152 204
3 153 207
3 154 210
3 155 213
3 156 216
3 157 219
3 158 222
3 159 225
3 160 228
3 161 231
3 162 234
3 163 237
3 164 240
3 165 243
3 166 246
3 167 249
3 168 0
3 169 3
3 170 6
3 171 9
3 172 12
3 173 15
3 174 18
3 175 21
3 176 24
3 177 27
3 178 30
3 179 33
3 180 36
3 181 39
3 182 42
3 183 45
3 184 48
3 185 51
3 186 54
3 187 57
3 188 60
3 189 63
3 190 66
3 191 69
3 192 72
3 193 75
3 194 78
3 195 81
3 196 84
3 197 87
3 198 90
3 199 93
3 200 96
3 201 99
3 202 102
3 203 105
3 204 108
3 205 111
3 206 114
3 207 117
3 208 120
3 209 123
3 210 126
3 211 129
3 212 132
3 213 135
3 214 138
3 215 141
3 216 144
3 217 147
3 218 150
3 219 153
3 220 156
3 221 159
3 222 162
3 223 165
3 224 168
3 225 171
3 226 174
3 227 177
3 228 180
3 229 183
3 230 186
3 231 189
3 232 192
3 233 195
3 234 198
3 235 201
3 236 204
3 237 207
3 238 210
3 239 213
3 240 216
3 241 219
3 242 222
3 243 225
3 244 228
3 245 231
3 246 234
3 247 237
3 248 240
3 249 243
3 250 246
3 251 249
3 252 0
3 253 3
3 254 6
3 255 9
3 256 12
4 5 20
4 6 24
4 7 28
4 8 32
4 9 36
4 10 40
4 11 44
4 12 48
4 13 52
4 14 56
4 15 60
4 16 64
4 17 68
4 18 72
4 19 76
4 20 80
4 21 84
4 22 88
4 23 92
4 24 96
4 25 100
4 26 104
4 27 108
4 28 112
4 29 116
4 30 120
4 31 124
4 32 128
4 33 132
4 34 136
4 35 140
4 36 144
4 37 148
4 38 152
4 39 156
4 40 160
4 41 164
4 42 168
4 43 172
4 44 176
4 45 180
4 46 184
4 47 188
4 48 192
4 49 196
4 50 200
4 51 204
4 52 208
4 53 212
4 54 216
4 55 220
4 56 224
4 57 228
4 58 232
4 59 236
4 60 240
4 61 244
4 62 248
4 63 0
4 64 4
4 65 8
4 66 12
4 67 16
4 68 20
4 69 24
4 70 28
4 71 32
4 72 36
4 73 40
4 74 44
4 75 48
4 76 52
4 77 56
4 78 60
4 79 64
4 80 68
4 81 72
4 82 76
4 83 80
4 84 84
4 85 88
4 86 92
4 87 96
4 88 100
4 89 104
4 90 108
4 91 112
4 92 116
4 93 120
4 94 124
4 95 128
4 96 132
4 97 136
4 98 140
4 99 144
4 100 148
4 101 152
4 102 156
4 103 160
4 104 164
4 105 168
4 106 172
4 107 176
4 108 180
4 109 184
4 110 188
4 111 192
4 112 196
4 113 200
4 114 204
4 115 208
4 116 212
4 117 216
4 118 220
4 119 224
4 120 228
4 121 232
4 122 236
4 123 240
4 124 244
4 125 248
4 126 0
4 127 4
4 128 8
4 129 12
4 130 16
4 131 20
4 132 24
4 133 28
4 134 32
4 135 36
4 136 40
4 137 44
4 138 48
4 139 52
4 140 56
4 141 60
4 142 64
4 143 68
4 144 72
4 145 76
4 146 80
4 147 84
4 148 88
4 149 92
4 150 96
4 151 100
4 152 104
4 153 108
4 154 112
4 155 116
4 156 120
4 157 124
4 158 128
4 159 132
4 160 136
4 161 140
4 162 144
4 163 148
4 164 152
4 165 156
4 166 160
4 167 164
4 168 168
4 169 172
4 170 176
4 171 180
4 172 184
4 173 188
4 174 192
4 175 196
4 176 200
4 177 204
4 178 208
4 179 212
4 180 216
4 181 220
4 182 224
4 183 228
4 184 232
4 185 236
4 186 240
4 187 244
4 188 248
4 189 0
4 190 4
4 191 8
4 192 12
4 193 16
4 194 20
4 195 24
4 196 28
4 197 32
4 198 36
4 199 40
4 200 44
4 201 48
4 202 52
4 203 56
4 204 60
4 205 64
4 206 68
4 207 72
4 208 76
4 209 80
4 210 84
4 211 88
4 212 92
4 213 96
4 214 100
4 215 104
4 216 108
4 217 112
4 218 116
4 219 120
4 220 124
4 221 128
4 222 132
4 223 136
4 224 140
4 225 144
4 226 148
4 227 152
4 228 156
4 229 160
4 230 164
4 231 168
4 232 172
4 233 176
4 234 180
4 235 184
4 236 188
4 237 192
4 238 196
4 239 200
4 240 204
4 241 208
4 242 212
4 243 216
4 244 220
4 245 224
4 246 228
4 247 232
4 248 236
4 249 240
4 250 244
4 251 248
4 252 0
4 253 4
4 254 8
4 255 12
4 256 16
5 6 30
5 7 35
5 8 40
5 9 45
5 10 50
5 11 55
5 12 60
5 13 65
5 14 70
5 15 75
5 16 80
5 17 85
5 18 90
5 19 95
5 20 100
5 21 105
5 22 110
5 23 115
5 24 120
5 25 125
5 26 130
5 27 135
5 28 140
5 29 145
5 30 150
5 31 155
5 32 160
5 33 165
5 34 170
5 35 175
5 36 180
5 37 185
5 38 190
5 39 195
5 40 200
5 41 205
5 42 210
5 43 215
5 44 220
5 45 225
5 46 230
5 47 235
5 48 240
5 49 245
5 50 250
5 51 3
5 52 8
5 53 13
5 54 18
5 55 23
5 56 28
5 57 33
5 58 38
5 59 43
5 60 48
5 61 53
5 62 58
5 63 63
5 64 68
5 65 73
5 66 78
5 67 83
5 68 88
5 69 93
5 70 98
5 71 103
5 72 108
5 73 113
5 74 118
5 75 123
5 76 128
5 77 133
5 78 138
5 79 143
5 80 148
5 81 153
5 82 158
5 83 163
5 84 168
5 85 173
5 86 178
5 87 183
5 88 188
5 89 193
5 90 198
5 91 203
5 92 208
5 93 213
5 94 218
5 95 223
5 96 228
5 97 233
5 98 238
5 99 243
5 100 248
5 101 1
5 102 6
5 103 11
5 104 16
5 105 21
5 106 26
5 107 31
5 108 36
5 109 41
5 110 46
5 111 51
5 112 56
5 113 61
5 114 66
5 115 71
5 116 76
5 117 81
5 118 86
5 119 91
5 120 96
5 121 101
5 122 106
5 123 111
5 124 116
5 125 121
5 126 126
5 127 131
5 128 136
5 129 141
5 130 146
5 131 151
5 132 156
5 133 161
5 134 166
5 135 171
5 136 176
5 137 181
5 138 186
5 139 191
5 140 196
5 141 201
5 142 206
5 143 211
5 144 216
5 145 221
5 146 226
5 147 231
5 148 236
5 149 241
5 150 246
5 151 251
5 152 4
5 153 9
5 154 14
5 155 19
5 156 24
5 157 29
5 158 34
5 159 39
5 160 44
5 161 49
5 162 54
5 163 59
5 164 64
5 165 69
5 166 74
5 167 79
5 168 84
5 169 89
5 170 94
5 171 99
5 172 104
5 173 109
5 174 114
5 175 119
5 176 124
5 177 129
5 178 134
5 179 139
5 180 144
5 181 149
5 182 154
5 183 159
5 184 164
5 185 169
5 186 174
5 187 179
5 188 184
5 189 189
5 190 194
5 191 199
5 192 204
5 193 209
5 194 214
5 195 219
5 196 224
5 197 229
5 198 234
5 199 239
5 200 244
5 201 249
5 202 2
5 203 7
5 204 12
5 205 17
5 206 22
5 207 27
5 208 32
5 209 37
5 210 42
5 211 47
5 212 52
5 213 57
5 214 62
5 215 67
5 216 72
5 217 77
5 218 82
5 219 87
5 220 92
5 221 97
5 222 102
5 223 107
5 224 112
5 225 117
5 226 122
5 227 127
5 228 132
5 229 137
5 230 142
5 231 147
5 232 152
5 233 157
5 234 162
5 235 167
5 236 172
5 237 177
5 238 182
5 239 187
5 240 192
5 241 197
5 242 202
5 243 207
5 244 212
5 245 217
5 246 222
5 247 227
5 248 232
5 249 237
5 250 242
5 251 247
5 252 0
5 253 5
5 254 10
5 255 15
5 256 20
6 7 42
6 8 48
6 9 54
6 10 60
6 11 66
6 12 72
6 13 78
6 14 84
6 15 90
6 16 96
6 17 102
6 18 108
6 19 114
6 20 120
6 21 126
6 22 132
6 23 138
6 24 144
6 25 150
6 26 156
6 27 162
6 28 168
6 29 174
6 30 180
6 31 186
6 32 192
6 33 198
6 34 204
6 35 210
6 36 216
6 37 222
6 38 228
6 39 234
6 40 240
6 41 246
6 42 0
6 43 6
6 44 12
6 45 18
6 46 24
6 47 30
6 48 36
6 49 42
6 50 48
6 51 54
6 52 60
6 53 66
6 54 72
6 55 78
6 56 84
6 57 90
6 58 96
6 59 102
6 60 108
6 61 114
6 62 120
6 63 126
6 64 132
6 65 138
6 66 144
6 67 150
6 68 156
6 69 162
6 70 168
6 71 174
6 72 180
6 73 186
6 74 192
6 75 198
6 76 204
6 77 210
6 78 216
6 79 222
6 80 228
6 81 234
6 82 240
6 83 246
6 84 0
6 85 6
6 86 12
6 87 18
6 88 24
6 89 30
6 90 36
6 91 42
6 92 48
6 93 54
6 94 60
6 95 66
6 96 72
6 97 78
6 98 84
6 99 90
6 100 96
6 101 102
6 102 108
6 103 114
6 104 120
6 105 126
6 106 132
6 107 138
6 108 144
6 109 150
6 110 156
6 111 162
6 112 168
6 113 174
6 114 180
6 115 186
6 116 192
6 117 198
6 118 204
6 119 210
6 120 216
6 121 222
6 122 228
6 123 234
6 124 240
6 125 246
6 126 0
6 127 6
6 128 12
6 129 18
6 130 24
6 131 30
6 132 36
6 133 42
6 134 48
6 135 54
6 136 60
6 137 66
6 138 72
6 139 78
6 140 84
6 141 90
6 142 96
6 143 102
6 144 108
6 145 114
6 146 120
6 147 126
6 148 132
6 149 138
6 150 144
6 151 150
6 152 156
6 153 162
6 154 168
6 155 174
6 156 180
6 157 186
6 158 192
6 159 198
6 160 204
6 161 210
6 162 216
6 163 222
6 164 228
6 165 234
6 166 240
6 167 246
6 168 0
6 169 6
6 170 12
6 171 18
6 172 24
6 173 30
6 174 36
6 175 42
6 176 48
6 177 54
6 178 60
6 179 66
6 180 72
6 181 78
6 182 84
6 183 90
6 184 96
6 185 102
6 186 108
6 187 114
6 188 120
6 189 126
6 190 132
6 191 138
6 192 144
6 193 150
6 194 156
6 195 162
6 196 168
6 197 174
6 198 180
6 199 186
6 200 192
6 201 198
6 202 204
6 203 210
6 204 216
6 205 222
6 206 228
6 207 234
6 208 240
6 209 246
6 210 0
6 211 6
6 212 12
6 213 18
6 214 24
6 215 30
6 216 36
6 217 42
6 218 48
6 219 54
6 220 60
6 221 66
6 222 72
6 223 78
6 224 84
6 225 90
6 226 96
6 227 102
6 228 108
6 229 114
6 230 120
6 231 126
6 232 132
6 233 138
6 234 144
6 235 150
6 236 156
6 237 162
6 238 168
6 239 174
6 240 180
6 241 186
6 242 192
6 243 198
6 244 204
6 245 210
6 246 216
6 247 222
6 248 228
6 249 234
6 250 240
6 251 246
6 252 0
6 253 6
6 254 12
6 255 18
6 256 24
7 8 56
7 9 63
7 10 70
7 11 77
7 12 84
7 13 91
7 14 98
7 15 105
7 16 112
7 17 119
7 18 126
7 19 133
7 20 140
7 21 147
7 22 154
7 23 161
7 24 168
7 25 175
7 26 182
7 27 189
7 28 196
7 29 203
7 30 210
7 31 217
7 32 224
7 33 231
7 34 238
7 35 245
7 36 0
7 37 7
7 38 14
7 39 21
7 40 28
7 41 35
7 42 42
7 43 49
7 44 56
7 45 63
7 46 70
7 47 77
7 48 84
7 49 91
7 50 98
7 51 105
7 52 112
7 53 119
7 54 126
7 55 133
7 56 140
7 57 147
7 58 154
7 59 161
7 60 168
7 61 175
7 62 182
7 63 189
7 64 196
7 65 203
7 66 210
7 67 217
7 68 224
7 69 231
7 70 238
7 71 245
7 72 0
7 73 7
7 74 14
7 75 21
7 76 28
7 77 35
7 78 42
7 79 49
7 80 56
7 81 63
7 82 70
7 83 77
7 84 84
7 85 91
7 86 98
7 87 105
7 88 112
7 89 119
7 90 126
7 91 133
7 92 140
7 93 147
7 94 154
7 95 161
7 96 168
7 97 175
7 98 182
7 99 189
7 100 196
7 101 203
7 102 210
7 103 217
7 104 224
7 105 231
7 106 238
7 107 245
7 108 0
7 109 7
7 110 14
7 111 21
7 112 28
7 113 35
7 114 42
7 115 49
7 116 56
7 117 63
7 118 70
7 119 77
7 120 84
7 121 91
7 122 98
7 123 105
7 124 112
7 125 119
7 126 126
7 127 133
7 128 140
7 129 147
7 130 154
7 131 161
7 132 168
7 133 175
7 134 182
7 135 189
7 136 196
7 137 203
7 138 210
7 139 217
7 140 224
7 141 231
7 142 238
7 143 245
7 144 0
7 145 7
7 146 14
7 147 21
7 148 28
7 149 35
7 150 42
7 151 49
7 152 56
7 153 63
7 154 70
7 155 77
7 156 84
7 157 91
7 158 98
7 159 105
7 160 112
7 161 119
7 162 126
7 163 133
7 164 140
7 165 147
7 166 154
7 167 161
7 168 168
7 169 175
7 170 182
7 171 189
7 172 196
7 173 203
7 174 210
7 175 217
7 176 224
7 177 231
7 178 238
7 179 245
7 180 0
7 181 7
7 182 14
7 183 21
7 184 28
7 185 35
7 186 42
7 187 49
7 188 56
7 189 63
7 190 70
7 191 77
7 192 84
7 193 91
7 194 98
7 195 105
7 196 112
7 197 119
7 198 126
7 199 133
7 200 140
7 201 147
7 202 154
7 203 161
7 204 168
7 205 175
7 206 182
7 207 189
7 208 196
7 209 203
7 210 210
7 211 217
7 212 224
7 213 231
7 214 238
7 215 245
7 216 0
7 217 7
7 218 14
7 219 21
7 220 28
7 221 35
7 222 42
7 223 49
7 224 56
7 225 63
7 226 70
7 227 77
7 228 84
7 229 91
7 230 98
7 231 105
7 232 112
7 233 119
7 234 126
7 235 133
7 236 140
7 237 147
7 238 154
7 239 161
7 240 168
7 241 175
7 242 182
7 243 189
7 244 196
7 245 203
7 246 210
7 247 217
7 248 224
7 249 231
7 250 238
7 251 245
7 252 0
7 253 7
7 254 14
7 255 21
7 256 28
8 9 72
8 10 80
8 11 88
8 12 96
8 13 104
8 14 112
8 15 120
8 16 128
8 17 136
8 18 144
8 19 152
8 20 160
8 21 168
8 22 176
8 23 184
8 24 192
8 25 200
8 26 208
8 27 216
8 28 224
8 29 232
8 30 240
8 31 248
8 32 4
8 33 12
8 34 20
8 35 28
8 36 36
8 37 44
8 38 52
8 39 60
8 40 68
8 41 76
8 42 84
8 43 92
8 44 100
8 45 108
8 46 116
8 47 124
8 48 132
8 49 140
8 50 148
8 51 156
8 52 164
8 53 172
8 54 180
8 55 188
8 56 196
8 57 204
8 58 212
8 59 220
8 60 228
8 61 236
8 62 244
8 63 0
8 64 8
8 65 16
8 66 24
8 67 32
8 68 40
8 69 48
8 70 56
8 71 64
8 72 72
8 73 80
8 74 88
8 75 96
8 76 104
8 77 112
8 78 120
8 79 128
8 80 136
8 81 144
8 82 152
8 83 160
8 84 168
8 85 176
8 86 184
8 87 192
8 88 200
8 89 208
8 90 216
8 91 224
8 92 232
8 93 240
8 94 248
8 95 4
8 96 12
8 97 20
8 98 28
8 99 36
8 100 44
8 101 52
8 102 60
8 103 68
8 104 76
8 105 84
8 106 92
8 107 100
8 108 108
8 109 116
8 110 124
8 111 132
8 112 140
8 113 148
8 114 156
8 115 164
8 116 172
8 117 180
8 118 188
8 119 196
8 120 204
8 121 212
8 122 220
8 123 228
8 124 236
8 125 244
8 126 0
8 127 8
8 128 16
8 129 24
8 130 32
8 131 40
8 132 48
8 133 56
8 134 64
8 135 72
8 136 80
8 137 88
8 138 96
8 139 104
8 140 112
8 141 120
8 142 128
8 143 136
8 144 144
8 145 152
8 146 160
8 147 168
8 148 176
8 149 184
8 150 192
8 151 200
8 152 208
8 153 216
8 154 224
8 155 232
8 156 240
8 157 248
8 158 4
8 159 12
8 160 20
8 161 28
8 162 36
8 163 44
8 164 52
8 165 60
8 166 68
8 167 76
8 168 84
8 169 92
8 170 100
8 171 108
8 172 116
8 173 124
8 174 132
8 175 140
8 176 148
8 177 156
8 178 164
8 179 172
8 180 180
8 181 188
8 182 196
8 183 204
8 184 212
8 185 220
8 186 228
8 187 236
8 188 244
8 189 0
8 190 8
8 191 16
8 192 24
8 193 32
8 194 40
8 195 48
8 196 56
8 197 64
8 198 72
8 199 80
8 200 88
8 201 96
8 202 104
8 203 112
8 204 120
8 205 128
8 206 136
8 207 144
8 208 152
8 209 160
8 210 168
8 211 176
8 212 184
8 213 192
8 214 200
8 215 208
8 216 216
8 217 224
8 218 232
8 219 240
8 220 248
8 221 4
8 222 12
8 223 20
8 224 28
8 225 36
8 226 44
8 227 52
8 228 60
8 229 68
8 230 76
8 231 84
8 232 92
8 233 100
8 234 108
8 235 116
8 236 124
8 237 132
8 238 140
8 239 148
8 240 156
8 241 164
8 242 172
8 243 180
8 244 188
8 245 196
8 246 204
8 247 212
8 248 220
8 249 228
8 250 236
8 251 244
8 252 0
8 253 8
8 254 16
8 255 24
8 256 32
9 10 90
9 11 99
9 12 108
9 13 117
9 14 126
9 15 135
9 16 144
9 17 153
9 18 162
9 19 171
9 20 180
9 21 189
9 22 198
9 23 207
9 24 216
9 25 225
9 26 234
9 27 243
9 28 0
9 29 9
9 30 18
9 31 27
9 32 36
9 33 45
9 34 54
9 35 63
9 36 72
9 37 81
9 38 90
9 39 99
9 40 108
9 41 117
9 42 126
9 43 135
9 44 144
9 45 153
9 46 162
9 47 171
9 48 180
9 49 189
9 50 198
9 51 207
9 52 216
9 53 225
9 54 234
9 55 243
9 56 0
9 57 9
9 58 18
9 59 27
9 60 36
9 61 45
9 62 54
9 63 63
9 64 72
9 65 81
9 66 90
9 67 99
9 68 108
9 69 117
9 70 126
9 71 135
9 72 144
9 73 153
9 74 162
9 75 171
9 76 180
9 77 189
9 78 198
9 79 207
9 80 216
9 81 225
9 82 234
9 83 243
9 84 0
9 85 9
9 86 18
9 87 27
9 88 36
9 89 45
9 90 54
9 91 63
9 92 72
9 93 81
9 94 90
9 95 99
9 96 108
9 97 117
9 98 126
9 99 135
9 100 144
9 101 153
9 102 162
9 103 171
9 104 180
9 105 189
9 106 198
9 107 207
9 108 216
9 109 225
9 110 234
9 111 243
9 112 0
9 113 9
9 114 18
9 115 27
9 116 36
9 117 45
9 118 54
9 119 63
9 120 72
9 121 81
9 122 90
9 123 99
9 124 108
9 125 117
9 126 126
9 127 135
9 128 144
9 129 153
9 130 162
9 131 171
9 132 180
9 133 189
9 134 198
9 135 207
9 136 216
9 137 225
9 138 234
9 139 243
9 140 0
9 141 9
9 142 18
9 143 27
9 144 36
9 145 45
9 146 54
9 147 63
9 148 72
9 149 81
9 150 90
9 151 99
9 152 108
9 153 117
9 154 126
9 155 135
9 156 144
9 157 153
9 158 162
9 159 171
9 160 180
9 161 189
9 162 198
9 163 207
9 164 216
9 165 225
9 166 234
9 167 243
9 168 0
9 169 9
9 170 18
9 171 27
9 172 36
9 173 45
9 174 54
9 175 63
9 176 72
9 177 81
9 178 90
9 179 99
9 180 108
9 181 117
9 182 126
9 183 135
9 184 144
9 185 153
9 186 162
9 187 171
9 188 180
9 189 189
9 190 198
9 191 207
9 192 216
9 193 225
9 194 234
9 195 243
9 196 0
9 197 9
9 198 18
9 199 27
9 200 36
9 201 45
9 202 54
9 203 63
9 204 72
9 205 81
9 206 90
9 207 99
9 208 108
9 209 117
9 210 126
9 211 135
9 212 144
9 213 153
9 214 162
9 215 171
9 216 180
9 217 189
9 218 198
9 219 207
9 220 216
9 221 225
9 222 234
9 223 243
9 224 0
9 225 9
9 226 18
9 227 27
9 228 36
9 229 45
9 230 54
9 231 63
9 232 72
9 233 81
9 234 90
9 235 99
9 236 108
9 237 117
9 238 126
9 239 135
9 240 144
9 241 153
9 242 162
9 243 171
9 244 180
9 245 189
9 246 198
9 247 207
9 248 216
9 249 225
9 250 234
9 251 243
9 252 0
9 253 9
9 254 18
9 255 27
9 256 36
10 11 110
10 12 120
10 13 130
10 14 140
10 15 150
10 16 160
10 17 170
10 18 180
10 19 190
10 20 200
10 21 210
10 22 220
10 23 230
10 24 240
10 25 250
10 26 8
10 27 18
10 28 28
10 29 38
10 30 48
10 31 58
10 32 68
10 33 78
10 34 88
10 35 98
10 36 108
10 37 118
10 38 128
10 39 138
10 40 148
10 41 158
10 42 168
10 43 178
10 44 188
10 45 198
10 46 208
10 47 218
10 48 228
10 49 238
10 50 248
10 51 6
10 52 16
10 53 26
10 54 36
10 55 46
10 56 56
10 57 66
10 58 76
10 59 86
10 60 96
10 61 106
10 62 116
10 63 126
10 64 136
10 65 146
10 66 156
10 67 166
10 68 176
10 69 186
10 70 196
10 71 206
10 72 216
10 73 226
10 74 236
10 75 246
10 76 4
10 77 14
10 78 24
10 79 34
10 80 44
10 81 54
10 82 64
10 83 74
