64 61
9 51 32
9 52 41
9 53 50
9 54 59
9 55 7
9 56 16
9 57 25
9 58 34
9 59 43
9 60 52
9 61 0
9 62 9
9 63 18
9 64 27
10 11 49
10 12 59
10 13 8
10 14 18
10 15 28
10 16 38
10 17 48
10 18 58
10 19 7
10 20 17
10 21 27
10 22 37
10 23 47
10 24 57
10 25 6
10 26 16
10 27 26
10 28 36
10 29 46
10 30 56
10 31 5
10 32 15
10 33 25
10 34 35
10 35 45
10 36 55
10 37 4
10 38 14
10 39 24
10 40 34
10 41 44
10 42 54
10 43 3
10 44 13
10 45 23
10 46 33
10 47 43
10 48 53
10 49 2
10 50 12
10 51 22
10 52 32
10 53 42
10 54 52
10 55 1
10 56 11
10 57 21
10 58 31
10 59 41
10 60 51
10 61 0
10 62 10
10 63 20
10 64 30
11 12 10
11 13 21
11 14 32
11 15 43
11 16 54
11 17 4
11 18 15
11 19 26
11 20 37
11 21 48
11 22 59
11 23 9
11 24 20
11 25 31
11 26 42
11 27 53
11 28 3
11 29 14
11 30 25
11 31 36
11 32 47
11 33 58
11 34 8
11 35 19
11 36 30
11 37 41
11 38 52
11 39 2
11 40 13
11 41 24
11 42 35
11 43 46
11 44 57
11 45 7
11 46 18
11 47 29
11 48 40
11 49 51
11 50 1
11 51 12
11 52 23
11 53 34
11 54 45
11 55 56
11 56 6
11 57 17
11 58 28
11 59 39
11 60 50
11 61 0
11 62 11
11 63 22
11 64 33
12 13 34
12 14 46
12 15 58
12 16 9
12 17 21
12 18 33
12 19 45
12 20 57
12 21 8
12 22 20
12 23 32
12 24 44
12 25 56
12 26 7
12 27 19
12 28 31
12 29 43
12 30 55
12 31 6
12 32 18
12 33 30
12 34 42
12 35 54
12 36 5
12 37 17
12 38 29
12 39 41
12 40 53
12 41 4
12 42 16
12 43 28
12 44 40
12 45 52
12 46 3
12 47 15
12 48 27
12 49 39
12 50 51
12 51 2
12 52 14
12 53 26
12 54 38
12 55 50
12 56 1
12 57 13
12 58 25
12 59 37
12 60 49
12 61 0
12 62 12
12 63 24
12 64 36
13 14 60
13 15 12
13 16 25
13 17 38
13 18 51
13 19 3
13 20 16
13 21 29
13 22 42
13 23 55
13 24 7
13 25 20
13 26 33
13 27 46
13 28 59
13 29 11
13 30 24
13 31 37
13 32 50
13 33 2
13 34 15
13 35 28
13 36 41
13 37 54
13 38 6
13 39 19
13 40 32
13 41 45
13 42 58
13 43 10
13 44 23
13 45 36
13 46 49
13 47 1
13 48 14
13 49 27
13 50 40
13 51 53
13 52 5
13 53 18
13 54 31
13 55 44
13 56 57
13 57 9
13 58 22
13 59 35
13 60 48
13 61 0
13 62 13
13 63 26
13 64 39
14 15 27
14 16 41
14 17 55
14 18 8
14 19 22
14 20 36
14 21 50
14 22 3
14 23 17
14 24 31
14 25 45
14 26 59
14 27 12
14 28 26
14 29 40
14 30 54
14 31 7
14 32 21
14 33 35
14 34 49
14 35 2
14 36 16
14 37 30
14 38 44
14 39 58
14 40 11
14 41 25
14 42 39
14 43 53
14 44 6
14 45 20
14 46 34
14 47 48
14 48 1
14 49 15
14 50 29
14 51 43
14 52 57
14 53 10
14 54 24
14 55 38
14 56 52
14 57 5
14 58 19
14 59 33
14 60 47
14 61 0
14 62 14
14 63 28
14 64 42
15 16 57
15 17 11
15 18 26
15 19 41
15 20 56
15 21 10
15 22 25
15 23 40
15 24 55
15 25 9
15 26 24
15 27 39
15 28 54
15 29 8
15 30 23
15 31 38
15 32 53
15 33 7
15 34 22
15 35 37
15 36 52
15 37 6
15 38 21
15 39 36
15 40 51
15 41 5
15 42 20
15 43 35
15 44 50
15 45 4
15 46 19
15 47 34
15 48 49
15 49 3
15 50 18
15 51 33
15 52 48
15 53 2
15 54 17
15 55 32
15 56 47
15 57 1
15 58 16
15 59 31
15 60 46
15 61 0
15 62 15
15 63 30
15 64 45
16 17 28
16 18 44
16 19 60
16 20 15
16 21 31
16 22 47
16 23 2
16 24 18
16 25 34
16 26 50
16 27 5
16 28 21
16 29 37
16 30 53
16 31 8
16 32 24
16 33 40
16 34 56
16 35 11
16 36 27
16 37 43
16 38 59
16 39 14
16 40 30
16 41 46
16 42 1
16 43 17
16 44 33
16 45 49
16 46 4
16 47 20
16 48 36
16 49 52
16 50 7
16 51 23
16 52 39
16 53 55
16 54 10
16 55 26
16 56 42
16 57 58
16 58 13
16 59 29
16 60 45
16 61 0
16 62 16
16 63 32
16 64 48
17 18 1
17 19 18
17 20 35
17 21 52
17 22 8
17 23 25
17 24 42
17 25 59
17 26 15
17 27 32
17 28 49
17 29 5
17 30 22
17 31 39
17 32 56
17 33 12
17 34 29
17 35 46
17 36 2
17 37 19
17 38 36
17 39 53
17 40 9
17 41 26
17 42 43
17 43 60
17 44 16
17 45 33
17 46 50
17 47 6
17 48 23
17 49 40
17 50 57
17 51 13
17 52 30
17 53 47
17 54 3
17 55 20
17 56 37
17 57 54
17 58 10
17 59 27
17 60 44
17 61 0
17 62 17
17 63 34
17 64 51
18 19 37
18 20 55
18 21 12
18 22 30
18 23 48
18 24 5
18 25 23
18 26 41
18 27 59
18 28 16
18 29 34
18 30 52
18 31 9
18 32 27
18 33 45
18 34 2
18 35 20
18 36 38
18 37 56
18 38 13
18 39 31
18 40 49
18 41 6
18 42 24
18 43 42
18 44 60
18 45 17
18 46 35
18 47 53
18 48 10
18 49 28
18 50 46
18 51 3
18 52 21
18 53 39
18 54 57
18 55 14
18 56 32
18 57 50
18 58 7
18 59 25
18 60 43
18 61 0
18 62 18
18 63 36
18 64 54
19 20 14
19 21 33
19 22 52
19 23 10
19 24 29
19 25 48
19 26 6
19 27 25
19 28 44
19 29 2
19 30 21
19 31 40
19 32 59
19 33 17
19 34 36
19 35 55
19 36 13
19 37 32
19 38 51
19 39 9
19 40 28
19 41 47
19 42 5
19 43 24
19 44 43
19 45 1
19 46 20
19 47 39
19 48 58
19 49 16
19 50 35
19 51 54
19 52 12
19 53 31
19 54 50
19 55 8
19 56 27
19 57 46
19 58 4
19 59 23
19 60 42
19 61 0
19 62 19
19 63 38
19 64 57
20 21 54
20 22 13
20 23 33
20 24 53
20 25 12
20 26 32
20 27 52
20 28 11
20 29 31
20 30 51
20 31 10
20 32 30
20 33 50
20 34 9
20 35 29
20 36 49
20 37 8
20 38 28
20 39 48
20 40 7
20 41 27
20 42 47
20 43 6
20 44 26
20 45 46
20 46 5
20 47 25
20 48 45
20 49 4
20 50 24
20 51 44
20 52 3
20 53 23
20 54 43
20 55 2
20 56 22
20 57 42
20 58 1
20 59 21
20 60 41
20 61 0
20 62 20
20 63 40
20 64 60
21 22 35
21 23 56
21 24 16
21 25 37
21 26 58
21 27 18
21 28 39
21 29 60
21 30 20
21 31 41
21 32 1
21 33 22
21 34 43
21 35 3
21 36 24
21 37 45
21 38 5
21 39 26
21 40 47
21 41 7
21 42 28
21 43 49
21 44 9
21 45 30
21 46 51
21 47 11
21 48 32
21 49 53
21 50 13
21 51 34
21 52 55
21 53 15
21 54 36
21 55 57
21 56 17
21 57 38
21 58 59
21 59 19
21 60 40
21 61 0
21 62 21
21 63 42
21 64 2
22 23 18
22 24 40
22 25 1
22 26 23
22 27 45
22 28 6
22 29 28
22 30 50
22 31 11
22 32 33
22 33 55
22 34 16
22 35 38
22 36 60
22 37 21
22 38 43
22 39 4
22 40 26
22 41 48
22 42 9
22 43 31
22 44 53
22 45 14
22 46 36
22 47 58
22 48 19
22 49 41
22 50 2
22 51 24
22 52 46
22 53 7
22 54 29
22 55 51
22 56 12
22 57 34
22 58 56
22 59 17
22 60 39
22 61 0
22 62 22
22 63 44
22 64 5
23 24 3
23 25 26
23 26 49
23 27 11
23 28 34
23 29 57
23 30 19
23 31 42
23 32 4
23 33 27
23 34 50
23 35 12
23 36 35
23 37 58
23 38 20
23 39 43
23 40 5
23 41 28
23 42 51
23 43 13
23 44 36
23 45 59
23 46 21
23 47 44
23 48 6
23 49 29
23 50 52
23 51 14
23 52 37
23 53 60
23 54 22
23 55 45
23 56 7
23 57 30
23 58 53
23 59 15
23 60 38
23 61 0
23 62 23
23 63 46
23 64 8
24 25 51
24 26 14
24 27 38
24 28 1
24 29 25
24 30 49
24 31 12
24 32 36
24 33 60
24 34 23
24 35 47
24 36 10
24 37 34
24 38 58
24 39 21
24 40 45
24 41 8
24 42 32
24 43 56
24 44 19
24 45 43
24 46 6
24 47 30
24 48 54
24 49 17
24 50 41
24 51 4
24 52 28
24 53 52
24 54 15
24 55 39
24 56 2
24 57 26
24 58 50
24 59 13
24 60 37
24 61 0
24 62 24
24 63 48
24 64 11
25 26 40
25 27 4
25 28 29
25 29 54
25 30 18
25 31 43
25 32 7
25 33 32
25 34 57
25 35 21
25 36 46
25 37 10
25 38 35
25 39 60
25 40 24
25 41 49
25 42 13
25 43 38
25 44 2
25 45 27
25 46 52
25 47 16
25 48 41
25 49 5
25 50 30
25 51 55
25 52 19
25 53 44
25 54 8
25 55 33
25 56 58
25 57 22
25 58 47
25 59 11
25 60 36
25 61 0
25 62 25
25 63 50
25 64 14
26 27 31
26 28 57
26 29 22
26 30 48
26 31 13
26 32 39
26 33 4
26 34 30
26 35 56
26 36 21
26 37 47
26 38 12
26 39 38
26 40 3
26 41 29
26 42 55
26 43 20
26 44 46
26 45 11
26 46 37
26 47 2
26 48 28
26 49 54
26 50 19
26 51 45
26 52 10
26 53 36
26 54 1
26 55 27
26 56 53
26 57 18
26 58 44
26 59 9
26 60 35
26 61 0
26 62 26
26 63 52
26 64 17
27 28 24
27 29 51
27 30 17
27 31 44
27 32 10
27 33 37
27 34 3
27 35 30
27 36 57
27 37 23
27 38 50
27 39 16
27 40 43
27 41 9
27 42 36
27 43 2
27 44 29
27 45 56
27 46 22
27 47 49
27 48 15
27 49 42
27 50 8
27 51 35
27 52 1
27 53 28
27 54 55
27 55 21
27 56 48
27 57 14
27 58 41
27 59 7
27 60 34
27 61 0
27 62 27
27 63 54
27 64 20
28 29 19
28 30 47
28 31 14
28 32 42
28 33 9
28 34 37
28 35 4
28 36 32
28 37 60
28 38 27
28 39 55
28 40 22
28 41 50
28 42 17
28 43 45
28 44 12
28 45 40
28 46 7
28 47 35
28 48 2
28 49 30
28 50 58
28 51 25
28 52 53
28 53 20
28 54 48
28 55 15
28 56 43
28 57 10
28 58 38
28 59 5
28 60 33
28 61 0
28 62 28
28 63 56
28 64 23
29 30 16
29 31 45
29 32 13
29 33 42
29 34 10
29 35 39
29 36 7
29 37 36
29 38 4
29 39 33
29 40 1
29 41 30
29 42 59
29 43 27
29 44 56
29 45 24
29 46 53
29 47 21
29 48 50
29 49 18
29 50 47
29 51 15
29 52 44
29 53 12
29 54 41
29 55 9
29 56 38
29 57 6
29 58 35
29 59 3
29 60 32
29 61 0
29 62 29
29 63 58
29 64 26
30 31 15
30 32 45
30 33 14
30 34 44
30 35 13
30 36 43
30 37 12
30 38 42
30 39 11
30 40 41
30 41 10
30 42 40
30 43 9
30 44 39
30 45 8
30 46 38
30 47 7
30 48 37
30 49 6
30 50 36
30 51 5
30 52 35
30 53 4
30 54 34
30 55 3
30 56 33
30 57 2
30 58 32
30 59 1
30 60 31
30 61 0
30 62 30
30 63 60
30 64 29
31 32 16
31 33 47
31 34 17
31 35 48
31 36 18
31 37 49
31 38 19
31 39 50
31 40 20
31 41 51
31 42 21
31 43 52
31 44 22
31 45 53
31 46 23
31 47 54
31 48 24
31 49 55
31 50 25
31 51 56
31 52 26
31 53 57
31 54 27
31 55 58
31 56 28
31 57 59
31 58 29
31 59 60
31 60 30
31 61 0
31 62 31
31 63 1
31 64 32
32 33 19
32 34 51
32 35 22
32 36 54
32 37 25
32 38 57
32 39 28
32 40 60
32 41 31
32 42 2
32 43 34
32 44 5
32 45 37
32 46 8
32 47 40
32 48 11
32 49 43
32 50 14
32 51 46
32 52 17
32 53 49
32 54 20
32 55 52
32 56 23
32 57 55
32 58 26
32 59 58
32 60 29
32 61 0
32 62 32
32 63 3
32 64 35
33 34 24
33 35 57
33 36 29
33 37 1
33 38 34
33 39 6
33 40 39
33 41 11
33 42 44
33 43 16
33 44 49
33 45 21
33 46 54
33 47 26
33 48 59
33 49 31
33 50 3
33 51 36
33 52 8
33 53 41
33 54 13
33 55 46
33 56 18
33 57 51
33 58 23
33 59 56
33 60 28
33 61 0
33 62 33
33 63 5
33 64 38
34 35 31
34 36 4
34 37 38
34 38 11
34 39 45
34 40 18
34 41 52
34 42 25
34 43 59
34 44 32
34 45 5
34 46 39
34 47 12
34 48 46
34 49 19
34 50 53
34 51 26
34 52 60
34 53 33
34 54 6
34 55 40
34 56 13
34 57 47
34 58 20
34 59 54
34 60 27
34 61 0
34 62 34
34 63 7
34 64 41
35 36 40
35 37 14
35 38 49
35 39 23
35 40 58
35 41 32
35 42 6
35 43 41
35 44 15
35 45 50
35 46 24
35 47 59
35 48 33
35 49 7
35 50 42
35 51 16
35 52 51
35 53 25
35 54 60
35 55 34
35 56 8
35 57 43
35 58 17
35 59 52
35 60 26
35 61 0
35 62 35
35 63 9
35 64 44
36 37 51
36 38 26
36 39 1
36 40 37
36 41 12
36 42 48
36 43 23
36 44 59
36 45 34
36 46 9
36 47 45
36 48 20
36 49 56
36 50 31
36 51 6
36 52 42
36 53 17
36 54 53
36 55 28
36 56 3
36 57 39
36 58 14
36 59 50
36 60 25
36 61 0
36 62 36
36 63 11
36 64 47
37 38 3
37 39 40
37 40 16
37 41 53
37 42 29
37 43 5
37 44 42
37 45 18
37 46 55
37 47 31
37 48 7
37 49 44
37 50 20
37 51 57
37 52 33
37 53 9
37 54 46
37 55 22
37 56 59
37 57 35
37 58 11
37 59 48
37 60 24
37 61 0
37 62 37
37 63 13
37 64 50
38 39 18
38 40 56
38 41 33
38 42 10
38 43 48
38 44 25
38 45 2
38 46 40
38 47 17
38 48 55
38 49 32
38 50 9
38 51 47
38 52 24
38 53 1
38 54 39
38 55 16
38 56 54
38 57 31
38 58 8
38 59 46
38 60 23
38 61 0
38 62 38
38 63 15
38 64 53
39 40 35
39 41 13
39 42 52
39 43 30
39 44 8
39 45 47
39 46 25
39 47 3
39 48 42
39 49 20
39 50 59
39 51 37
39 52 15
39 53 54
39 54 32
39 55 10
39 56 49
39 57 27
39 58 5
39 59 44
39 60 22
39 61 0
39 62 39
39 63 17
39 64 56
40 41 54
40 42 33
40 43 12
40 44 52
40 45 31
40 46 10
40 47 50
40 48 29
40 49 8
40 50 48
40 51 27
40 52 6
40 53 46
40 54 25
40 55 4
40 56 44
40 57 23
40 58 2
40 59 42
40 60 21
40 61 0
40 62 40
40 63 19
40 64 59
41 42 14
41 43 55
41 44 35
41 45 15
41 46 56
41 47 36
41 48 16
41 49 57
41 50 37
41 51 17
41 52 58
41 53 38
41 54 18
41 55 59
41 56 39
41 57 19
41 58 60
41 59 40
41 60 20
41 61 0
41 62 41
41 63 21
41 64 1
42 43 37
42 44 18
42 45 60
42 46 41
42 47 22
42 48 3
42 49 45
42 50 26
42 51 7
42 52 49
42 53 30
42 54 11
42 55 53
42 56 34
42 57 15
42 58 57
42 59 38
42 60 19
42 61 0
42 62 42
42 63 23
42 64 4
43 44 1
43 45 44
43 46 26
43 47 8
43 48 51
43 49 33
43 50 15
43 51 58
43 52 40
43 53 22
43 54 4
43 55 47
43 56 29
43 57 11
43 58 54
43 59 36
43 60 18
43 61 0
43 62 43
43 63 25
43 64 7
44 45 28
44 46 11
44 47 55
44 48 38
44 49 21
44 50 4
44 51 48
44 52 31
44 53 14
44 54 58
44 55 41
44 56 24
44 57 7
44 58 51
44 59 34
44 60 17
44 61 0
44 62 44
44 63 27
44 64 10
45 46 57
45 47 41
45 48 25
45 49 9
45 50 54
45 51 38
45 52 22
45 53 6
45 54 51
45 55 35
45 56 19
45 57 3
45 58 48
45 59 32
45 60 16
45 61 0
45 62 45
45 63 29
45 64 13
46 47 27
46 48 12
46 49 58
46 50 43
46 51 28
46 52 13
46 53 59
46 54 44
46 55 29
46 56 14
46 57 60
46 58 45
46 59 30
46 60 15
46 61 0
46 62 46
46 63 31
46 64 16
47 48 60
47 49 46
47 50 32
47 51 18
47 52 4
47 53 51
47 54 37
47 55 23
47 56 9
47 57 56
47 58 42
47 59 28
47 60 14
47 61 0
47 62 47
47 63 33
47 64 19
48 49 34
48 50 21
48 51 8
48 52 56
48 53 43
48 54 30
48 55 17
48 56 4
48 57 52
48 58 39
48 59 26
48 60 13
48 61 0
48 62 48
48 63 35
48 64 22
49 50 10
49 51 59
49 52 47
49 53 35
49 54 23
49 55 11
49 56 60
49 57 48
49 58 36
49 59 24
49 60 12
49 61 0
49 62 49
49 63 37
49 64 25
50 51 49
50 52 38
50 53 27
50 54 16
50 55 5
50 56 55
50 57 44
50 58 33
50 59 22
50 60 11
50 61 0
50 62 50
50 63 39
50 64 28
51 52 29
51 53 19
51 54 9
51 55 60
51 56 50
51 57 40
51 58 30
51 59 20
51 60 10
51 61 0
51 62 51
51 63 41
51 64 31
52 53 11
52 54 2
52 55 54
52 56 45
52 57 36
52 58 27
52 59 18
52 60 9
52 61 0
52 62 52
52 63 43
52 64 34
53 54 56
53 55 48
53 56 40
53 57 32
53 58 24
53 59 16
53 60 8
53 61 0
53 62 53
53 63 45
53 64 37
54 55 42
54 56 35
54 57 28
54 58 21
54 59 14
54 60 7
54 61 0
54 62 54
54 63 47
54 64 40
55 56 30
55 57 24
55 58 18
55 59 12
55 60 6
55 61 0
55 62 55
55 63 49
55 64 43
56 57 20
56 58 15
56 59 10
56 60 5
56 61 0
56 62 56
56 63 51
56 64 46
57 58 12
57 59 8
57 60 4
57 61 0
57 62 57
57 63 53
57 64 49
58 59 6
58 60 3
58 61 0
58 62 58
58 63 55
58 64 52
59 60 2
59 61 0
59 62 59
59 63 57
59 64 55
60 61 0
60 62 60
60 63 59
60 64 58
61 62 0
61 63 0
61 64 0
62 63 2
62 64 3
63 64 6
